,course_name,skill_label
3133,Kommt da nicht ein Komma hin?,Erste Hilfe
3134,Kommt da nicht ein Komma hin?,Deutsch
3135,Kommt da nicht ein Komma hin?,Rechtschreibung
3136,Konfliktmanagement im Job,Konfliktmanagement
3137,Kreativ sein - Zeichnen und Malen am Vormittag ,sich selbst darstellen
3138,Kurzkrimi-Schreibwerkstatt ,Energie
3139,Kurzkrimi-Schreibwerkstatt ,Erste Hilfe
3140,Körpersprache in Teambesprechungen und schwierigen Gesprächen,Körpersprache
3141,Lachyoga,Kommunikation
3142,Lachyoga,Yoga
3143,"Lebenskraft und Leichtigkeit durch Entspannung, Achtsamkeit ",Ernährung
3144,Lese- und Schreibschwierigkeiten erkennen und ansprechen,Erste Hilfe
3145,Lesen und Schreiben von Anfang an,Menschen lesen
3146,Lesen und Schreiben von Anfang an,Deutsch
3147,Lettisch zum Kennenlernen A1,Lettisch
3148,Literatur im Gespräch,Literatur
3149,Literatur im Gespräch,Literatur
3150,Lymphdrainage,Arbeitsrecht
3151,Lymphdrainage,Kontraindikationen
3152,Mach es zu Deiner Chefsache - Existenzgründung in Potsdam,Schwangerschaft
3153,"Malen macht Spaß! Malen, Zeichnen und Gestalten",selbstständig arbeiten
3154,Malen mit Acrylfarben,Fotos machen
3155,Malreise 2021 nach Sizilien - Malen und Zeichnen in Syrakus,Griechisch
3156,Malreise 2021 nach Sizilien - Malen und Zeichnen in Syrakus,auf Details achten
3157,Malreise 2021 nach Sizilien - Malen und Zeichnen in Syrakus,planen
3158,Malreise 2021 nach Sizilien - Malen und Zeichnen in Syrakus,Holzschnitte
3159,Malreise 2022: Finale Ligure - Malreise an die Palmenriviera,planen
3160,Malreise 2022: Finale Ligure - Malreise an die Palmenriviera,Holzschnitte
3161,Mein(e) Beruf(ung),Reflexion
3162,Mein(e) Beruf(ung),andere führen
3163,Migration in Brandenburg gestern und heute,Migration
3164,Mit den Augen besser hören - Gebärdensprache,Gebärdensprache
3165,Mit gestärktem Immunsystem durch den Alltag!,Ernährung
3166,Mit Körpersprache die eigene Wirkung optimieren,Körpersprache
3167,Männer- und Frauenrollen in der arabischen Welt,Arabisch
3168,Männer- und Frauenrollen in der arabischen Welt,Deutsch
3169,Online - Deutsch B2/C1 Grammatik praktisch - Richtig schreiben und sprechen,Deutsch
3170,Online - Deutsch B2/C1 Grammatik praktisch - Richtig schreiben und sprechen,Grammatik
3171,Online - Deutsch C1.1,Deutsch
3172,Online - Deutsch C1.2,Deutsch
3173,Online - Deutsch C1.3,Deutsch
3174,Patientenverfügung,Beratung
3175,PC-Grundkurs kompakt,Daten verwalten
3176,PC-Grundkurs kompakt,Fotos machen
3177,PC-Kurs für Einsteiger und Wiedereinsteiger 1,Betriebssysteme
3178,PC-Kurs für Einsteiger und Wiedereinsteiger 2,Betriebssysteme
3179,PC-Kurs für Einsteiger und Wiedereinsteiger 3,Betriebssysteme
3180,Polnisch - Konversation A2/B1 (Online-Kurs),Polnisch
3181,Polnisch - Konversation A2/B1 (Online-Kurs),Grammatik
3182,Polnisch A1,Polnisch
3183,Polnisch A1,andere motivieren
3184,Polnisch A1,andere führen
3185,Polnisch A1.1,Polnisch
3186,Polnisch A1.1,Grammatik
3187,Polnisch A1.2,Polnisch
3188,Polnisch A1.2,Grammatik
3189,Polnisch A1.3,Polnisch
3190,Polnisch A1.3,Grammatik
3191,Polnisch A1.4,Polnisch
3192,Polnisch A1.4,Grammatik
3193,Polnisch A2.1,Polnisch
3194,Polnisch A2.1,Grammatik
3195,Polnisch A2.2,Polnisch
3196,Polnisch A2.2,Grammatik
3197,Populismus - Was ist das eigentlich?,Polnisch
3198,Portugiesisch A1,Portugiesisch
3199,Portugiesisch A1.1 (Online-Kurs),Portugiesisch
3200,Portugiesisch A1.2 (Online-Kurs),Portugiesisch
3201,Portugiesisch A1.3 (Online-Kurs),Portugiesisch
3202,Portugiesisch A2.1 (Online-Kurs),Portugiesisch
3203,Portugiesisch A2.2 (Online-Kurs),Portugiesisch
3204,Portugiesisch A2.3 (Online-Kurs),Portugiesisch
3205,Potsdam zur Blauen Stunde - Architekturfotografie,Kameras
3206,Potsdamer Baustile,auf Details achten
3207,Potsdamer Konferenz 1945. Die Neuordnung der Welt,Prägen
3208,PowerPoint im Beruf ,sich selbst darstellen
3209,PR für gemeinnützige Organisationen,Öffentlichkeitsarbeit
3210,QiGong,planen
3211,QiGong,Herz-Kreislauf-System
3212,Russisch - Auffrischung A1 (Online-Kurs),Russisch
3213,Russisch - Auffrischung A1/A2 (Online-Kurs),Russisch
3214,Russisch - Konversation A2+,Russisch
3215,Russisch - Konversation B1+ (Online-Kurs mit 3 Präsenzterminen),Russisch
3216,Russisch - Lektürekurs B2,Russisch
3217,Russisch - Lektürekurs B2,Literatur
3218,Russisch - Lektürekurs B2,Bildende Kunst
3219,Russisch A1 - Intensivkurs,Russisch
3220,Russisch A1 - Intensivkurs,andere führen
3221,Russisch A1 - Intensivkurs,Erste Hilfe
3222,Russisch A1.1,Russisch
3223,Russisch A1.1,andere führen
3224,Russisch A1.1,Erste Hilfe
3225,Russisch A1.1,Russisch
3226,Russisch A1.1,andere führen
3227,Russisch A1.1,Erste Hilfe
3228,Russisch A1.2,Russisch
3229,Russisch A1.2,andere führen
3230,Russisch A1.2,Erste Hilfe
3231,Russisch A1.3,Russisch
3232,Russisch A1.3,andere führen
3233,Russisch A1.3,Erste Hilfe
3234,Russisch A2,Russisch
3235,Russisch A2.1,Russisch
3236,Russisch A2.2,Russisch
3237,Russisch A2.3,Russisch
3238,Schule in Zeiten von Corona - was kosten die Schulschließungen? (Online-Live-Stream),Deutsch
3239,Schulterschmerzen,Orthopädie
3240,Schwedisch - Konversation A2/B1,Schwedisch
3241,Schwedisch - Konversation A2/B1,Kommunikation
3242,Schwedisch - Pippi Pippi går online A2/B1 (Online-Kurs),Schwedisch
3243,Schwedisch - Pippi Pippi går online A2/B1 (Online-Kurs),Bücher lesen
3244,Schwedisch - Pippi Pippi går online A2/B1 (Online-Kurs),Grammatik
3245,Schwedisch A1.1,Schwedisch
3246,Schwedisch A1.1,Grammatik
3247,Schwedisch A1.1,Kommunikation
3248,Schwedisch A1.2,Schwedisch
3249,Schwedisch A1.2,Freizeitaktivitäten
3250,Schwedisch A1.3,Schwedisch
3251,Schwedisch A1.3,Freizeitaktivitäten
3252,Schwedisch A1.4,Schwedisch
3253,Schwedisch A1.4,Freizeitaktivitäten
3254,Schwedisch A2.1,Schwedisch
3255,Schwedisch A2.1,Kommunikation
3256,Schwedisch A2.2,Schwedisch
3257,Schwedisch A2.2,Kommunikation
3258,Schwedisch A2.3,Schwedisch
3259,Schwedisch A2.3,Kommunikation
3260,Schwedisch A2.4,Schwedisch
3261,Schwedisch A2.4,Grammatik
3262,Schwedisch A2.4,Kommunikation
3263,Selbstbewusstsein ist Kopfsache,Schwedisch
3264,Self-Care-Training - Besserer Umgang mit beruflichen Belastungen,Erste Hilfe
3265,Sie schreiben? Eine Einführung in das Selfpublishing,Verbraucherrecht
3266,"Smartphone, Snapchat, Instagram & Co.",Kommunikation
3267,"Smartphone-Basiswissen 1: Geräteaufbau, Telefonie und E-Mail",Termine verwalten
3268,Smartphone-Basiswissen 3: Fotos und Daten,Fotos machen
3269,Smartphone-Basiswissen 3: Fotos und Daten,Kameras
3270,Smartphone-Basiswissen 3: Fotos und Daten,Urheberrecht
3271,Social Media Marketing ,Kommunikation
3272,Soziale Netzwerke - Spaß und Kommunikation ,Kommunikation
3273,Spanisch - Conversación A2/B1,Spanisch
3274,Spanisch - Conversación A2/B1,Kommunikation
3275,Spanisch - Conversación A2/B1 (Online-Kurs),Spanisch
3276,Spanisch - Conversación A2/B1 (Online-Kurs),Grammatik
3277,Spanisch - Conversación A2/B1 (Online-Kurs),Kameras
3278,Spanisch - Conversación B1/B2,Spanisch
3279,Spanisch A1,Spanisch
3280,Spanisch A1 - Intensivkurs,Spanisch
3281,Spanisch A1 - Intensivkurs,Kommunikation
3282,Spanisch A1.1,Spanisch
3283,Spanisch A1.1,andere führen
3284,Spanisch A1.2,Spanisch
3285,Spanisch A1.3,Spanisch
3286,Spanisch A1.3,Grammatik
3287,Spanisch A1.4,Spanisch
3288,Spanisch A1.4,Grammatik
3289,Spanisch A1/A2 - Intensivkurs,Spanisch
3290,Spanisch A1/A2 - Intensivkurs,Kommunikation
3291,Spanisch A2,Spanisch
3292,Spanisch A2,Erste Hilfe
3293,Spanisch A2 - Intensivkurs,Spanisch
3294,Spanisch A2.1,Spanisch
3295,Spanisch A2.1,Erste Hilfe
3296,Spanisch A2.2,Spanisch
3297,Spanisch A2.2,Erste Hilfe
3298,Spanisch A2.2 (Online-Kurs mit 3 Präsenzterminen),Spanisch
3299,Spanisch A2.2 (Online-Kurs mit 3 Präsenzterminen),andere führen
3300,Spanisch A2.3,andere führen
3301,Spanisch A2.3,Spanisch
3302,Spanisch A2.3,Erste Hilfe
3303,Spanisch A2.3 (Online-Kurs mit 3 Präsenzterminen),Spanisch
3304,Spanisch A2.3 (Online-Kurs mit 3 Präsenzterminen),andere führen
3305,Spanisch A2.4,andere führen
3306,Spanisch A2.4,Spanisch
3307,Spanisch A2.4 (Online-Kurs mit 3 Präsenzterminen),Spanisch
3308,Spanisch A2.4 (Online-Kurs mit 3 Präsenzterminen),andere führen
3309,Spanisch A2/B1 - Intensivkurs (Bildungsfreistellung),andere führen
3310,Spanisch A2/B1 - Intensivkurs (Bildungsfreistellung),Spanisch
3311,Spanisch am Vormittag A1.1,Spanisch
3312,Spanisch am Vormittag A1.1,andere führen
3313,Spanisch am Vormittag A1.2,Spanisch
3314,Spanisch am Vormittag A1.2,andere führen
3315,Spanisch am Vormittag A1.3,Spanisch
3316,Spanisch am Vormittag A1.3,Grammatik
3317,Spanisch am Vormittag A1.4,Spanisch
3318,Spanisch am Vormittag A1.4,Grammatik
3319,Spanisch am Vormittag A2.1,Spanisch
3320,Spanisch am Vormittag A2.1,Erste Hilfe
3321,Spanisch B1.1,Spanisch
3322,Spanisch B1.2,Spanisch
3323,Spanisch B1.3,Spanisch
3324,Spanisch B1.4,Spanisch
3325,Spanisch B2.1,Spanisch
3326,Spanisch B2.2,Spanisch
3327,Spanisch B2.3,Spanisch
3328,Srebrenica 1995 - ein europäisches Trauma (Online-Live-Stream),Internationales Recht
3329,Srebrenica 1995 - ein europäisches Trauma (Online-Live-Stream),Politik
3330,Stimmbildung für Beruf und Alltag,Kommunikation
3331,Stressbewältigung durch Achtsamkeit,Yoga
3332,Stressbewältigung durch Achtsamkeit (Bildungsfreistellung),Yoga
3333,Stressbewältigung durch Achtsamkeit (Bildungsfreistellung),Kommunikation
3334,Ungarisch A1,Ungarisch
3335,"Unser Gesundheitssystem - ""fair und effizient"" (Online-Live-Stream)",Gesundheitssystem
3336,"Unser Gesundheitssystem - ""fair und effizient"" (Online-Live-Stream)",andere führen
3337,"Unser Gesundheitssystem - ""fair und effizient"" (Online-Live-Stream)",R
3338,"Unser Gesundheitssystem - ""fair und effizient"" (Online-Live-Stream)",Pharmaindustrie
3339,"Unser Gesundheitssystem - ""fair und effizient"" (Online-Live-Stream)",Deutsch
3340,"Unser Gesundheitssystem - ""fair und effizient"" (Online-Live-Stream)",Philosophie
3341,"Unser Gesundheitssystem - ""fair und effizient"" (Online-Live-Stream)",Internationales Recht
3342,Urban Sketching - Mit dem Skizzenbuch unterwegs,eine Geschichte erzählen
3343,Urlaubsfotografie,Kameras
3344,Urlaubsfotografie,Fotos machen
3345,Verantwortungsvoller Umgang mit Vorhofflimmern,andere führen
3346,Verantwortungsvoller Umgang mit Vorhofflimmern,Medizin
3347,Verantwortungsvoller Umgang mit Vorhofflimmern,Rehabilitation
3348,Verliebt in Deutschland - Lyonel Feininger zum 150. Geburtstag,Deutsch
3349,Verliebt in Deutschland - Lyonel Feininger zum 150. Geburtstag,Kardiologie
3350,VHS-IHK-Gästeführerqualifizierung,Kommunikation
3351,Von der ersten Klappe zur UNESCO-City of Film,Internationales Recht
3352,"Vorbereitung auf die Prüfung ""telc English B1""",planen
3353,"Vorbereitung auf die Prüfung ""telc English B1""",Englisch
3354,Warum es kein islamisches Mittelalter gab (Online-Live-Stream),Islam
3355,Warum es kein islamisches Mittelalter gab (Online-Live-Stream),andere führen
3356,Warum es kein islamisches Mittelalter gab (Online-Live-Stream),Medizin
3357,Warum es kein islamisches Mittelalter gab (Online-Live-Stream),Deutsch
3358,Was bringt uns die Europäische Union?,Verbraucherschutz
3359,Was heißt Provinz? Und gibt es sie noch in Deutschland? (Online-Live-Stream),Literatur
3360,Was ist Technik - und was ist der Mensch? Der Mensch im Spiegel der Technik (Online-Live-Stream),Kulturgeschichte
3361,Was ist Technik - und was ist der Mensch? Der Mensch im Spiegel der Technik (Online-Live-Stream),andere führen
3362,Was ist Technik - und was ist der Mensch? Der Mensch im Spiegel der Technik (Online-Live-Stream),Biotechnologie
3363,Was ist Technik - und was ist der Mensch? Der Mensch im Spiegel der Technik (Online-Live-Stream),andere beraten
3364,Was ist Technik - und was ist der Mensch? Der Mensch im Spiegel der Technik (Online-Live-Stream),Deutsch
3365,Was tun bei Hochsensibilität?,Deutsch
3366,"Weibsbilder - Simone de Beauvoir zum ""Zweiten Geschlecht""",Philosophie
3367,Wie werde ich im Netz gefunden? Die Suchmaschinenoptimierung,Suchmaschinenoptimierung
3368,Wieviel Patchwork verträgt das Fest der Liebe?,andere beraten
3369,WordPress-Grundlagen. Moderne Webseite selbst erstellt (Bildungsfreistellung),WordPress
3370,WordPress-Grundlagen. Moderne Webseite selbst erstellt (Bildungsfreistellung),andere führen
3371,Zeichen in der Landschaft,Ästhetik
3372,Ziele gelassen erreichen,Energie
3373,Berufsfachschule Soziales - Staatlich geprüfte Sozialassistent*in,Erste Hilfe
3374,Berufsfachschule Soziales - Staatlich geprüfte Sozialassistent*in,Sozialpädagogik
3375,Berufsfachschule Soziales - Staatlich geprüfte Sozialassistent*in,Reflexion
3376,Berufsfachschule Soziales - Staatlich geprüfte Sozialassistent*in,Ethik
3377,Berufsfachschule Soziales - Staatlich geprüfte Sozialassistent*in,andere führen
3378,Berufsfachschule Soziales - Staatlich geprüfte Sozialassistent*in,R
3379,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Deutsch
3380,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Kommunikation
3381,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Politik
3382,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Englisch
3383,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Biologie
3384,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),planen
3385,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Dritte evaluieren
3386,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Waren sichern
3387,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Ethik
3388,Fachschule für Heilerziehungspflege (Vollzeit oder Teilzeit),Mathematik
3389,Fachschule für Heilpädagogik ,Erste Hilfe
3390,Fachschule für Heilpädagogik ,Beratung
3391,Fachschule für Heilpädagogik ,Verhaltensauffälligkeiten
3392,Fachschule für Heilpädagogik ,planen
3393,Fachschule für Heilpädagogik ,andere beraten
3394,Fachschule für Heilpädagogik ,Ethik
3395,Fachschule für Heilpädagogik ,Deutsch
3396,Fachschule für Heilpädagogik ,Kommunikation
3397,Fachschule für Heilpädagogik ,Mathematik
3398,Fachschule für Sozialpädagogik - Staatlich anerkannte Erzieher*in (Vollzeit oder Teilzeit),Sozialpädagogik
3399,Fachschule für Sozialpädagogik - Staatlich anerkannte Erzieher*in (Vollzeit oder Teilzeit),Deutsch
3400,Fachschule für Sozialpädagogik - Staatlich anerkannte Erzieher*in (Vollzeit oder Teilzeit),Kommunikation
3401,Fachschule für Sozialpädagogik - Staatlich anerkannte Erzieher*in (Vollzeit oder Teilzeit),Englisch
3402,Fachschule für Sozialpädagogik - Staatlich anerkannte Erzieher*in (Vollzeit oder Teilzeit),Biologie
3403,Kinder- und JugendlichenpsychotherapeutIn - Blockveranstaltungen,Ethik
3404,Kinder- und JugendlichenpsychotherapeutIn - Blockveranstaltungen,Verhaltenstherapie
3405,Psychologische Psychotherapeutin/ Psychologischer Psychotherapeut - Blockveranstaltungen,Verhaltenstherapie
3406,Berufliches Gymnasium - Abitur (Allgemeine Hochschulreife),Deutsch
3407,Berufliches Gymnasium - Abitur (Allgemeine Hochschulreife),Mathematik
3408,Berufliches Gymnasium - Abitur (Allgemeine Hochschulreife),Informatik
3409,Berufliches Gymnasium - Abitur (Allgemeine Hochschulreife),Pädagogik
3410,Berufsfachschule Soziales - Ausbildung zur Sozialassistentin / zum Sozialassistenten ,andere führen
3411,Berufsfachschule Soziales - Ausbildung zur Sozialassistentin / zum Sozialassistenten ,Deutsch
3412,Berufsfachschule Soziales - Ausbildung zur Sozialassistentin / zum Sozialassistenten ,Englisch
3413,Berufsfachschule Soziales - Ausbildung zur Sozialassistentin / zum Sozialassistenten ,Mathematik
3414,Berufsfachschule Soziales - Ausbildung zur Sozialassistentin / zum Sozialassistenten ,Biologie
3415,Fachoberschule Sozialwesen - zweijährig (Fachhochschulreife),Deutsch
3416,Fachoberschule Sozialwesen - zweijährig (Fachhochschulreife),Englisch
3417,Fachoberschule Sozialwesen - zweijährig (Fachhochschulreife),Mathematik
3418,Fachoberschule Sozialwesen - zweijährig (Fachhochschulreife),Physik
3419,Fachoberschule Sozialwesen - zweijährig (Fachhochschulreife),Kommunikation
3420,Fachoberschule Technik - zweijährig (Fachhochschulreife),Deutsch
3421,Fachoberschule Technik - zweijährig (Fachhochschulreife),Englisch
3422,Fachoberschule Technik - zweijährig (Fachhochschulreife),Mathematik
3423,Fachoberschule Technik - zweijährig (Fachhochschulreife),Physik
3424,Fachoberschule Technik - zweijährig (Fachhochschulreife),Kommunikation
3425,Fachoberschule Wirtschaft und Verwaltung - zweijährig (Fachhochschulreife),Deutsch
3426,Fachoberschule Wirtschaft und Verwaltung - zweijährig (Fachhochschulreife),Englisch
3427,Fachoberschule Wirtschaft und Verwaltung - zweijährig (Fachhochschulreife),Mathematik
3428,Fachoberschule Wirtschaft und Verwaltung - zweijährig (Fachhochschulreife),Biologie
3429,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,andere führen
3430,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,planen
3431,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,Dritte evaluieren
3432,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,Waren sichern
3433,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,Deutsch
3434,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,Kommunikation
3435,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,Englisch
3436,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,Biologie
3437,Fachschule Sozialwesen - Ausbildung zur Erzieherin / zum Erzieher in Vollzeit oder berufsbegleitend,Mathematik
3438,"Animation - Bachelorstudiengang, Start Wintersemester",Beratung
3439,"Animationsregie - Masterstudiengang, Start Wintersemester",planen
3440,"Animationsregie - Masterstudiengang, Start Wintersemester",ein Team führen
3441,"Animationsregie - Masterstudiengang, Start Wintersemester",andere führen
3442,"Cinematography - Bachelorstudiengang, Start Wintersemester",Internationales Recht
3443,"Cinematography - Bachelorstudiengang, Start Wintersemester",Kameras
3444,"Cinematography - Masterstudiengang, Start Wintersemester",Psychologie
3445,"Cinematography - Masterstudiengang, Start Wintersemester",Kameras
3446,"Creative Technologies - Masterstudiengang, Start Wintersemester",Beratung
3447,Digital Archives (Filmuni Summer SchoolWorkshop),Deutsch
3448,"Digitale Medienkultur - Bachelorstudiengang, Start Wintersemester",Marktforschung
3449,"Digitale Medienkultur - Bachelorstudiengang, Start Wintersemester",Medienwissenschaften
3450,"Digitale Medienkultur - Bachelorstudiengang, Start Wintersemester",Ästhetik
3451,"Digitale Medienkultur - Bachelorstudiengang, Start Wintersemester",Reflexion
3452,"Digitale Medienkultur - Bachelorstudiengang, Start Wintersemester",Internationales Recht
3453,"Digitale Medienkultur - Bachelorstudiengang, Start Wintersemester",Medienrecht
3454,"Drehbuch/ Dramaturgie - Bachelorstudiengang, Start Wintersemester",Ästhetik
3455,"Drehbuch/ Dramaturgie - Bachelorstudiengang, Start Wintersemester",Medienwissenschaften
