,course_name,skill_label
21793,MOC 55207 PowerShell for SQL Administration,SQL
21794,MOC 55207 PowerShell for SQL Administration,SQL Server
21795,MOC 55207 PowerShell for SQL Administration,Datenbank
21796,MOC 55207 PowerShell for SQL Administration,SQL Server Integration Services
21797,MOC 55215 SharePoint Online Power User,öffentliches Recht
21798,MOC 55215 SharePoint Online Power User,Geschäftsprozesse
21799,MOC 55232 Writing Analytical Queries for Business Intelligence,SQL
21800,MOC 55232 Writing Analytical Queries for Business Intelligence,Datenbank
21801,MOC 55232 Writing Analytical Queries for Business Intelligence,SQL Server
21802,MOC 55247 Designing and Implementing Cloud Data Platform Solutions,SQL
21803,MOC 55247 Designing and Implementing Cloud Data Platform Solutions,SQL Server
21804,MOC 55247 Designing and Implementing Cloud Data Platform Solutions,MySQL
21805,MOC 55283 Microsoft Office 365 Power User/-in,Umfrage
21806,MOC 55283 Microsoft Office 365 Power User/-in,Kommunikation
21807,MS Access - Datenbestände professionell auswerten,SQL
21808,MS Access - Datenbestände professionell auswerten,Erste Hilfe
21809,MS Access - Datentransfer Access - MS Office-Anwendungen (2010/2013/2016/2019),SQL
21810,MS Access - Datentransfer Access - MS Office-Anwendungen (2010/2013/2016/2019),SQL Server
21811,MS Access - Datentransfer Access - MS Office-Anwendungen (2010/2013/2016/2019),Datenbank
21812,MS Access 2010 Aufbau,Erste Hilfe
21813,MS Access 2010 Aufbau,Microsoft Access
21814,MS Access 2010 Aufbau,SQL
21815,MS Access 2010 Einführung,Microsoft Access
21816,MS Access 2010 Einführung,Datenbank
21817,MS Access 2013 Aufbau,Microsoft Access
21818,MS Access 2013 Einführung,Datenbankmanagementsysteme
21819,MS Access 2013 Einführung,Microsoft Access
21820,MS Access 2013 Einführung,Datenbank
21821,MS Access 2016 Aufbau,Datenbank
21822,MS Access 2016 Aufbau,SQL
21823,MS Access 2016 Einführung,Datenbank
21824,MS Access 2016 Einführung,Erste Hilfe
21825,MS Access 2019 Neuerungen,Datenbank
21826,MS Access 2019 Neuerungen,Migration
21827,MS Excel 2010 Einführung,sich selbst darstellen
21828,MS Excel 2010/2013/2016/2019 VBA / Programmierung,Kommunikation
21829,MS Excel 2013 Einführung,sich selbst darstellen
21830,MS Excel 2013 Einführung,Berechnungen durchführen
21831,MS Excel als Controlling-Instrument (2010/2013/2016/2019),Datenbank
21832,MS Excel als Datenbankinstrument (2010/2013/2016/2019),Erste Hilfe
21833,MS Excel für Ingenieure/Ingenieurinnen (2010/2013/2016/2019),Erste Hilfe
21834,MS Excel für Ingenieure/Ingenieurinnen (2010/2013/2016/2019),Algebra
21835,MS Excel Power Pivot Workshop,Datenmodelle
21836,MS Excel Power Pivot Workshop,Datenmodelle erstellen
21837,MS Exchange Server 2016  Migration von MS Exchange 2010/2013,Migration
21838,MS Exchange Server 2016  Migration von MS Exchange 2010/2013,öffentliches Recht
21839,MS Office 2011 für Mac - kompakt,Grammatik
21840,MS Outlook 2010 Einführung,planen
21841,MS Outlook 2013 Aufbau: Konfiguration und Support,Rechtschreibung
21842,MS Outlook 2013 Aufbau: Konfiguration und Support,öffentliches Recht
21843,MS Outlook 2013 Einführung,planen
21844,MS Outlook 2016 Einführung,Erste Hilfe
21845,MS Outlook 2019 Einführung,Rechtschreibung
21846,MS Outlook 2019 Einführung,Grammatik
21847,MS Outlook 2019 Einführung,planen
21848,MS PowerPoint 2013 Aufbau: Tipps und Tricks,planen
21849,MS PowerPoint 2013 Aufbau: Tipps und Tricks,Visual Basic
21850,MS PowerPoint 2016 / 2019 Aufbau: Tipps und Tricks,planen
21851,MS PowerPoint 2016 / 2019 Einführung,Erste Hilfe
21852,MS Project 2003/2007 Aufbau,Kostenmanagement
21853,MS Project 2003/2007 Einführung,Informatik
21854,MS Project 2003/2007 Einführung,Kostenmanagement
21855,MS Project 2010 Aufbau,Kostenmanagement
21856,MS Project 2010 Aufbau,Erste Hilfe
21857,MS Project 2013 für Anwender Einführung,planen
21858,MS Project 2016/2019 Einführung,Erste Hilfe
21859,MS Publisher 2013/2016/2019,Erste Hilfe
21860,MS SharePoint 2010/2013/2016/2019 für fortgeschrittene Office-Anwender/-innen,Umfrage
21861,MS SharePoint 2010/2013/2016/2019 für fortgeschrittene Office-Anwender/-innen,LINQ
21862,MS SharePoint 2010/2013/2016/2019 Grundlagen für Office-Anwender/-innen,Umfrage
21863,MS SharePoint 2016 - Administration,SQL
21864,MS SharePoint 2016 - Administration,SQL Server
21865,MS Visio Aufbau (2010/2013/2016/2019),Elektrotechnik
21866,MS Visio Einführung (2010/2013/2016/2019),Microsoft Visio
21867,MS Visio Einführung (2010/2013/2016/2019),sich selbst darstellen
21868,MS Windows 10 - für Anwender/-innen,Betriebssysteme
21869,MS Windows 7 Einführung,Betriebssysteme
21870,MS Windows 7 Einführung,Ressourcen verwalten
21871,MS Windows Server 2016  Administration Einführung kompakt,Betriebssysteme
21872,MS Word - Serienbriefe erstellen (2010/2013/2016/2019),Erste Hilfe
21873,MS Word 2010 Einführung,Erste Hilfe
21874,MS Word 2013 Einführung,Papierformate
21875,MS Word 2016 Einführung,Erste Hilfe
21876,MS Word 2019 Aufbau,Papierformate
21877,MS-030 Office 365 Administrator/-in,Migration
21878,MS-040 Manage SharePoint and OneDrive in Microsoft 365,planen
21879,MS-100 Microsoft 365 Identity and Services (Module T01 - T03),planen
21880,MS-101 Microsoft 365 Mobility and Security (Module T01 - T03),Datenspeicherung
21881,MS-101 Microsoft 365 Mobility and Security (Module T01 - T03),planen
21882,MS-203 Microsoft 365 Messaging,öffentliches Recht
21883,MS-203 Microsoft 365 Messaging,Migration
21884,MS-300 Deploying Microsoft 365 Teamwork Fast Track (Workshop),Waren sichern
21885,MS-300 Deploying Microsoft 365 Teamwork Fast Track (Workshop),planen
21886,MS-600 Building applications and solutions with Microsoft 365 core services,Waren sichern
21887,MS-700 Managing Microsoft Teams,Kommunikation
21888,MS-900 Microsoft 365 Fundamentals,Migration
21889,MS-900 Microsoft 365 Fundamentals,Datenschutz
21890,MS-Lizenzmanagement und Software Asset Management,Risikomanagement
21891,My SQL - Aufbau,SQL
21892,My SQL - Aufbau,Datenbank
21893,My SQL - Aufbau,MySQL
21894,My SQL - Aufbau,Betriebssysteme
21895,My SQL - Aufbau,Erste Hilfe
21896,My SQL - Aufbau,Waren sichern
21897,MySQL - Einführung,MySQL
21898,MySQL - Einführung,Datenbankmanagementsysteme
21899,MySQL - Einführung,Datenbank
21900,MySQL - Einführung,SQL
21901,MySQL - Einführung,Erste Hilfe
21902,MySQL for Developers Ed3,MySQL
21903,MySQL for Developers Ed3,andere führen
21904,MySQL for Developers Ed3,Datenbank
21905,MySQL für Datenbankadministratoren/-innen,MySQL
21906,MySQL für Datenbankadministratoren/-innen,Waren sichern
21907,MySQL für Datenbankadministratoren/-innen,planen
21908,MySQL für die Datenbankabfrage,MySQL
21909,MySQL für die Datenbankabfrage,SQL
21910,NetApp Data ONTAP 7.3 Grundlagen,Waren sichern
21911,NetApp Data ONTAP 8.2 7-Mode Storage Virtualisierung und DR mit Multistore,Waren sichern
21912,NetApp Data ONTAP 8.2 7-Mode Storage Virtualisierung und DR mit Multistore,Migration
21913,NetApp Data ONTAP 8.2 7-Mode Verwaltung,Waren sichern
21914,NetApp Data ONTAP Clustered 8.3 Administration,Waren sichern
21915,NetApp Data ONTAP und Microsoft SQL Server,SQL
21916,NetApp Data ONTAP und Microsoft SQL Server,SQL Server
21917,NetApp Data ONTAP und Microsoft SQL Server,Datenbank
21918,NetApp Data ONTAP und VMware vSphere 4,Waren sichern
21919,NetApp ONTAP Clustered (cDOT) 9.6 Administration,Betriebssysteme
21920,NetApp ONTAP Clustered (cDOT) 9.6 Administration,Waren sichern
21921,NetApp ONTAP Clustered 9.1 Administration mit NAS und SAN,Betriebssysteme
21922,NetApp ONTAP Clustered 9.1 Administration mit NAS und SAN,Waren sichern
21923,Netzwerkadministrator/-in (m/w/d): Cisco (CCNA) | Potsdam,Cisco
21924,Neukundengewinnung (Einführung),Termine vereinbaren
21925,Neuromarketing,Marktforschung
21926,Office 365  Teams für Administratoren,planen
21927,Office 365  Teams für Administratoren,ein Team führen
21928,Office 365  Teams für Administratoren,andere führen
21929,Office 365  Teams für Administratoren,Datenschutz
21930,Office 365  Teams für Administratoren,Waren sichern
21931,Office 365  Teams für Administratoren,Kommunikation
21932,Office 365  Teams für Anwender/-innen,planen
21933,Office 365  Teams für Anwender/-innen,ein Team führen
21934,Office 365  Teams für Anwender/-innen,andere führen
21935,OnCommand Unified Manager für Data ONTAP Clustered 7.1,Waren sichern
21936,Online Meetings  Methodisch/Didaktisch professionell durchführen,Körpersprache
21937,OpenGL Grundkurs,Geometrie
21938,"Oracle 10g, 11g, 12c, 19c Backup and Recovery",Datenbank
21939,Oracle 11g Datenbankadministration Workshop II,Datenbank
21940,Oracle 11g Datenbankadministration Workshop II,SQL
21941,Oracle 11g New Features for Administrators,Datenbank
21942,Oracle 11g New Features for Administrators,SQL
21943,Oracle 12c Datenbankadministration Kompakt (Teil I und II),Datenbank
21944,Oracle 12c Datenbankadministration Kompakt (Teil I und II),Betriebssysteme
21945,Oracle 12c WebLogic Server Administration I,Oracle WebLogic
21946,Oracle 12c WebLogic Server Administration I,Erste Hilfe
21947,Oracle 12c WebLogic Server Administration I,Datenbank
21948,Oracle 12c WebLogic Server Administration I,Waren sichern
21949,Oracle 12c WebLogic Server Administration II,Oracle WebLogic
21950,Oracle 12c WebLogic Server Administration II,Migration
21951,Oracle 12c/13c/19c Enterprise Manager Grid Control Enterprise Manager Cloud Control,Waren sichern
21952,Oracle 12c/13c/19c Enterprise Manager Grid Control Enterprise Manager Cloud Control,Migration
21953,Oracle 12c/18c/19c Neuerungen im Überblick,Datenbank
21954,Oracle 12c/18c/19c Neuerungen im Überblick,SQL
21955,Oracle Certified Associate (OCA) 11g Special,SQL
21956,"Oracle Database 11g, 12c, 19c unter Linux (SLES, OEL, RHEL)",Migration
21957,Oracle Database 12c/18c/ 19c Erweiterte  Administration,Datenbank
21958,Oracle Database 12c/18c/19c : New Features for Administrators,Migration
21959,Oracle Database 12c/18c/19c : New Features for Administrators,SQL
21960,Oracle DataGuard 12c/18c/19c,Datenbank
21961,"Oracle PL SQL Grundlagen (11g, 12c, 19c)",SQL
21962,"Oracle PL SQL Grundlagen (11g, 12c, 19c)",Algorithmen
21963,"Oracle PL SQL Grundlagen (11g, 12c, 19c)",Erste Hilfe
21964,"Oracle Real Application Advanced (10g, 11g, 12c, 19c)",Datenbankmanagementsysteme
21965,"Oracle Real Application Advanced (10g, 11g, 12c, 19c)",Datenbank
21966,"Oracle Real Application Advanced (10g, 11g, 12c, 19c)",Stilllegung
21967,Oracle Real Application Cluster (11g / 12c / 19c),Datenbank
21968,"Oracle-Workshop - freie Themenwahl, nach Ihren Wünschen",Migration
21969,"Oracle-Workshop - freie Themenwahl, nach Ihren Wünschen",andere führen
21970,Partitionierung in MySQL 5,MySQL
21971,PC Basiswissen,Betriebssysteme
21972,Penetration Testing Specialist (PTS),planen
21973,Performance Tuning 10g / 11g / 12c,Erste Hilfe
21974,Performance Tuning 10g / 11g / 12c,Datenbank
21975,Performance Tuning 10g / 11g / 12c,SQL
21976,Performance Tuning 10g / 11g / 12c,Statistik
21977,Persönlichkeitsentwicklung (Einführung),Persönlichkeitsentwicklung
21978,Pflegebasiskurs,Erste Hilfe
21979,Pflegebasiskurs,Kommunikation
21980,PHP Aufbaukurs,PHP
21981,PHP Aufbaukurs,MySQL
21982,PHP Aufbaukurs,SQL
21983,PL-100 Microsoft Power Platform App Maker,Erste Hilfe
21984,PL-100 Microsoft Power Platform App Maker,Geschäftsprozesse
21985,PL-200 Microsoft Power Platform Functional Consultant,Geschäftsprozesse
21986,PL-200 Microsoft Power Platform Functional Consultant,Qualitätssicherung durchführen
21987,PL-600 Power Platform Solution Architect,andere führen
21988,PL-600 Power Platform Solution Architect,Projektleitung
21989,PL-600 Power Platform Solution Architect,planen
21990,PL-600 Power Platform Solution Architect,Logik
21991,PL-600 Power Platform Solution Architect,Geschäftsprozesse
21992,PL-900 Microsoft Power Platform Fundamentals,planen
21993,PL-900 Microsoft Power Platform Fundamentals,Inbetriebnahme
21994,Power Pivot Erweiterte Modellierung und Auswertung von Daten mit Pivot-Tabellen,Datenbank
21995,"Power Query Automatisierter Import, Aufbereitung und Modellierung von Daten",Datenbank
21996,Powercamp Fast Track: VMware vSphere V6,andere führen
21997,PowerShell für Office 365 Administratoren/-innen,Datenbank
21998,PowerShell Grundlagen,Erste Hilfe
21999,PRINCE2® Foundation,Terminologie
22000,"Professioneller Einstieg in Oracle SQL (11g, 12c, 18c, 19c)",SQL
22001,"Professioneller Einstieg in Oracle SQL (11g, 12c, 18c, 19c)",Datenbank
22002,"Professioneller Einstieg in Oracle SQL (11g, 12c, 18c, 19c)",Erste Hilfe
22003,"Professioneller Einstieg in Oracle SQL (11g, 12c, 18c, 19c)",öffentliches Recht
22004,Professioneller Einstieg in Oracle SQL Intensiv,SQL
22005,Professioneller Einstieg in Oracle SQL Intensiv,Datenbank
22006,Professioneller Einstieg in Oracle SQL Intensiv,Erste Hilfe
22007,Professioneller Einstieg in Oracle SQL Intensiv,öffentliches Recht
22008,Professionelles E-Mail Management,Probleme lösen
22009,Programmieren von Web-Anwendungen mit ASP.NET und JavaScript/jQuery,ASP.NET
22010,Programmieren von Web-Anwendungen mit ASP.NET und JavaScript/jQuery,JavaScript
22011,Programmieren von Web-Anwendungen mit ASP.NET und JavaScript/jQuery,CSS
22012,Projektmanagement (Basis),Kommunikation
22013,Prüfungsvorbereitung 210-060 CICD Implementing Cisco Collaboration Devices,Cisco
22014,Prüfungsvorbereitung 210-060 CICD Implementing Cisco Collaboration Devices,andere führen
22015,Prüfungsvorbereitung 210-065 CIVND2 Implementing Cisco Video Network Devices  Part 2,Cisco
22016,Präsentationstechnik (Aufbau),Waren verpacken
22017,Präsentationstechnik (Basis),Rhetorik
22018,QuarkXPress Einführung,Betriebssysteme
22019,QuarkXPress Einführung,planen
22020,QuarkXPress Einführung,auf Details achten
22021,Relationale Datenbanken und MySQL Grundlagen,MySQL
22022,Relationale Datenbanken und MySQL Grundlagen,planen
22023,Relationale Datenbanken und MySQL Grundlagen,SQL
22024,Relationale Datenbanken und MySQL Grundlagen,PostgreSQL
22025,Relationale Datenbanken und MySQL Grundlagen,SQL Server
22026,Relationale Datenbanken und MySQL Grundlagen,Algebra
22027,Relationale Datenbanken und MySQL Grundlagen,Datenbankmanagementsysteme
22028,Relationale Datenbanken und MySQL Grundlagen,Reverse-Engineering
22029,Replikation in MySQL 5,MySQL
22030,Rhetorik (Aufbau),Rhetorik
22031,Rhetorik (Aufbau),öffentliches Recht
22032,Rhetorik (Basis),Rhetorik
22033,SAP Anlagenbuchhaltung (AM),Erste Hilfe
22034,SAP Anlagenbuchhaltung (AM),Abschreibung
22035,SAP Anlagenbuchhaltung (AM) Aufbau,Abschreibung
22036,SAP Business Workflow in der Anwendung,ABAP
22037,SAP Datenbankadministration mit MS SQL Server,SQL
22038,SAP Datenbankadministration mit MS SQL Server,SQL Server
22039,SAP Datenbankadministration mit MS SQL Server,Datenbankmanagementsysteme
22040,SAP Einzelabschluss (FI),Jahresabschluss
22041,SAP Geschäftspartnerbuchhaltung (FI),Geschäftsprozesse
22042,SAP HCM Konfiguration Personalstammdaten (HR),andere führen
22043,SAP HCM Personalabrechnung (HR),andere führen
22044,SAP HCM Personalbeschaffung (HR),Statistik
22045,SAP HCM Personalbeschaffung (HR),andere führen
22046,SAP HCM Personalentwicklung (HR),andere führen
22047,SAP HCM Personalwirtschaft (HR) Kompakt,Terminologie
22048,SAP HCM Veranstaltungsmanagement (HR),andere führen
22049,SAP Kostenstellenrechnung (CO),sich selbst darstellen
22050,SAP Kostenstellenrechnung (CO),Erste Hilfe
22051,SAP NetWeaver® (Grundlagen technisch),andere führen
22052,SAP NetWeaver® (Grundlagen technisch),Erste Hilfe
22053,SAP NW 2004s BI Administration und Performance,Statistik
22054,SAP NW 2004s BI Berechtigungskonzept,Migration
22055,SAP Parallele Rechnungslegung (BWL),Internationales Recht
22056,SAP Parallele Rechnungslegung (SAP),Literatur
22057,SAP Parallele Rechnungslegung (SAP),Internationales Recht
22058,SAP PLM Produktdatenmanagement (PDM),Produktdatenmanagement
22059,SAP PLM Produktdatenmanagement (PDM),Erste Hilfe
22060,SAP SCM Fremdbeschaffung (MM),Betriebswirtschaft
22061,SAP SCM Lagerwirtschaft (WM),Erste Hilfe
22062,SAP SCM Produktionsplanung (PP),Betriebswirtschaft
22063,SAP Security für Administratoren/-innen (m/w/d),Betriebssysteme
22064,SAP Systemüberblick (Grundlagen),Logistik
22065,SC-200 Microsoft Security Operations Analyst/-in,Erste Hilfe
22066,SC-200 Microsoft Security Operations Analyst/-in,Waren sichern
22067,SC-200 Microsoft Security Operations Analyst/-in,planen
22068,SC-300 Microsoft Identity and Access Administrator/-in,planen
22069,Schnelleinstieg in Oracle 10g / 11g /19c,Datenbank
22070,Scrum Master,Kommunikation
22071,Securing Email with Cisco Email Security Appliance (SESA),Cisco
22072,Securing Email with Cisco Email Security Appliance (SESA),LDAP
22073,Securing Networks with Cisco Firepower Next Generation Firewall (SSNGFW),Cisco
22074,Securing Networks with Cisco Firepower Next Generation Firewall (SSNGFW),Migration
22075,Securing Networks with Cisco Firepower Next-Generation IPS (SSFIPS),Cisco
22076,Securing the Web with Cisco Web Security Appliance (SWSA),Cisco
22077,Security Workshop - Mac OS X,Datenschutz
22078,SharePoint Server 2019  Workshop für Administratoren/-innen,Erste Hilfe
22079,SharePoint Server 2019  Workshop für Administratoren/-innen,Geschäftsprozesse
22080,SharePoint Server 2019  Workshop für Administratoren/-innen,planen
22081,SharePoint Server 2019  Workshop für Administratoren/-innen,Informationsarchitektur
22082,SharePoint Server 2019  Workshop für Administratoren/-innen,Waren zusammenstellen
22083,SharePoint Server 2019  Workshop für Administratoren/-innen,Umfrage
22084,Software Usability - benutzerfreundliche Produktentwicklung,Prototyping
22085,Software-Architektur,Ergonomie
22086,Software-Architektur,Kommunikation
22087,SQL Server 2016 - Neuerungen,SQL
22088,SQL Server 2016 - Neuerungen,SQL Server
22089,SQL Server 2016 - Neuerungen,Datenbank
22090,SQL Server 2019  Administration,Datenbank
22091,SQL Server 2019  Administration,SQL
22092,SQL Server 2019  Administration,SQL Server
22093,SQL Server 2019  Administration,Migration
22094,SQL Server 2019  Entwicklung Microsoft SQL Server Datenbank,SQL
22095,SQL Server 2019  Entwicklung Microsoft SQL Server Datenbank,SQL Server
22096,SQL Server 2019  Entwicklung Microsoft SQL Server Datenbank,Datenbank
22097,SQL Server 2019  Grundlagen,SQL
22098,SQL Server 2019  Grundlagen,SQL Server
22099,SQL Server 2019  Integration Services (SSIS),SQL
22100,SQL Server 2019  Integration Services (SSIS),SQL Server
22101,SQL Server 2019  Integration Services (SSIS),SQL Server Integration Services
22102,SQL Server 2019  Integration Services (SSIS),Datenbank
22103,SQL Server 2019  Integration Services (SSIS),Migration
22104,SQL Server 2019  Reporting Services (SSRS),SQL
22105,SQL Server 2019  Reporting Services (SSRS),SQL Server
22106,SQL Server 2019  Transact SQL (TSQL),SQL
22107,SQL Server 2019  Transact SQL (TSQL),SQL Server
22108,Suchmaschinenoptimierung (SEO) - Einführung kompakt,Suchmaschinenoptimierung
22109,Suchmaschinenoptimierung (SEO) - Einführung kompakt,Suchmaschinen
22110,Technische/r Fachwirt/-in - Vollzeit,R
22111,Technische/r Fachwirt/-in - Vollzeit,Deutsch
22112,Technische/r Fachwirt/-in - Vollzeit,Unternehmensstrategien entwickeln
22113,Train the Trainer (Aufbau),andere motivieren
22114,Troubleshooting and Maintaining Cisco IP Networks (TSHOOT),Cisco
22115,Troubleshooting and Maintaining Cisco IP Networks (TSHOOT),planen
22116,Troubleshooting Cisco Data Center Infrastructure (DCIT),Cisco
22117,Troubleshooting Cisco Data Center Infrastructure (DCIT),Firmware
22118,Troubleshooting Cisco Data Center Infrastructure (DCIT),iOS
22119,Troubleshooting Cisco Wireless Enterprise Networks (WITSHOOT),Cisco
22120,TYPO3 für Administratoren/-innen,Betriebssysteme
22121,TYPO3 für Administratoren/-innen,MySQL
22122,TYPO3 für Administratoren/-innen,PHP
22123,TYPO3 für Entwickler/-innen,CSS
22124,Ubuntu für Ein- und Umsteiger/-innen,Erste Hilfe
22125,Umsetzung von Ergonomie in Software-Entwicklungsprojekten,Ergonomie
22126,Umsetzung von Ergonomie in Software-Entwicklungsprojekten,planen
22127,Umsetzung von Ergonomie in Software-Entwicklungsprojekten,Prototyping
22128,Umsetzung von Ergonomie in Software-Entwicklungsprojekten,Usability Engineering
22129,Umsetzung von Ergonomie in Software-Entwicklungsprojekten,Erste Hilfe
22130,Umstieg auf Windows 10 und Office 2016,auf Details achten
22131,Umstieg auf Windows 10 und Office 2016,Waren sichern
22132,"UNIX-Grundlagen unter Solaris 10 (Oracle Certified Associate, Oracle Solaris 10 System Administrator/-in)",Betriebssysteme
22133,Upgrade auf Oracle Database 12c/18c/19c  Praxis Workshop,Datenbank
22134,Upgrading Skills from Windows Server 2012 (R2) to Windows Server 2016,Migration
22135,Vergabe öffentlicher Aufträge,öffentliches Recht
22136,Verwalten der Grid Infrastucture (inkl. ASM) 11g,Vergaberecht
22137,Verwalten der Grid Infrastucture (inkl. ASM) 11g,öffentliches Recht
22138,Verwalten der Grid Infrastucture (inkl. ASM) 11g,Migration
22139,Virtualisierung für Entscheider/-innen (Workshop),Migration
22140,Virtualisierung mit Microsoft Windows Server 2016 und SCVMM 2016,Migration
22141,VMware App Volumes: Application and User Profile Management,Terminologie
22142,"VMware Horizon (with View) 6.0: Install, Configure, Manage",andere führen
22143,"VMware Horizon View 7.0: Installation, Konfiguration und Verwaltung",Waren sichern
22144,"VMware NSX: Install, Configure, Manage 6.2",auf Details achten
22145,VMware Security Operations for the Software-Defined Data Center,Waren sichern
22146,VMware vCenter 5.5: Configuration manager for Virtual Infrastructure Management,Erste Hilfe
22147,VMware vCenter Operations Manager: Advanced Usage and Dashboard Design,andere führen
22148,VMware vCenter Operations Manager: Analyze and Predict,auf Details achten
22149,"VMware vCenter Site Recovery Manager 5.8: Install, Configure, Manage",Migration
22150,"VMware vCenter Site Recovery Manager 6.1: Install, Configure and Manage",Datenbank
22151,VMware vCloud Networking and Security for vSphere Professionals,andere führen
22152,VMware vCloud: Design Best Practices,Hybridmodell
22153,VMware vCloud: Overview,öffentliches Recht
22154,VMware View 5.x: Design Best Practices,Daten sammeln
22155,VMware Virtual SAN: Deploy and Manage  V6.2,planen
22156,VMware vRealize Operations Manager 6.5 Installation und Konfiguration,Waren sichern
22157,VMware vRealize Operations Manager 6.5 Installation und Konfiguration,Erste Hilfe
22158,VMware vSAN 6.5: Installation und Verwaltung,Waren sichern
22159,VMware vSAN 6.7 Installation und Verwaltung,Waren sichern
22160,VMware vSAN 7.0 Installation und Verwaltung,Waren sichern
22161,VMware vSphere 5.1: Overview,andere führen
22162,VMware vSphere 5.1: Overview,Migration
22163,VMware vSphere 5.5: Fast Track,Datenschutz
22164,"VMware vSphere 5.5: Install, Configure, Manage",Migration
22165,VMware vSphere 6.0 und NetApp Storage Systeme,Waren sichern
22166,VMware vSphere 6.0 und NetApp Storage Systeme,Betriebssysteme
22167,"VMware vSphere 6.0: Install, Configure, Manage",Migration
22168,VMware vSphere 6.5 Fast Track,Waren sichern
22169,VMware vSphere 6.5 Fast Track,Migration
22170,VMware vSphere 6.5 und NetApp Storage Systeme,Waren sichern
22171,VMware vSphere 6.5 und NetApp Storage Systeme,Betriebssysteme
22172,VMware vSphere 6.5: WhatŽs New (5.5 to 6.5),Waren sichern
22173,VMware vSphere 6.7 Fast Track,Migration
22174,VMware vSphere 6.7 Installation und Konfiguration,Waren sichern
22175,VMware vSphere 6.7 Installation und Konfiguration,Migration
22176,VMware vSphere 7.0 Fast Track,Waren sichern
22177,VMware vSphere 7.0 Fast Track,Migration
22178,VMware vSphere with Operations Management: Fast Track,Datenschutz
22179,VMware vSphere: Optimize and Scale plus Troubleshooting Fast Track,Waren sichern
22180,VMware vSphere: Skills for Operators,Migration
22181,VMware vSphere: Troubleshooting Workshop V6,Migration
22182,VMware vSphere: Whats New 5.5 to 6.0,Migration
22183,Web Dynpro für ABAP: Advanced,ABAP
22184,Web Dynpro im SAP-Umfeld mit ABAP,ABAP
22185,Windows 10 Administration,Firmware
22186,Windows 10 Administration,Energie
22187,Windows 10 Enterprise Administration,Firmware
22188,Windows 10 Enterprise Administration,Energie
22189,Windows 10 Expert,Betriebssysteme
22190,Windows 10 Grundlagen für Entwickler/-innen,Migration
22191,Windows 10 Migration,Migration
22192,Windows 10 Migration,Firmware
22193,Windows 10 Migration,Energie
22194,Windows 10 Umsteiger/-in,Firmware
22195,Windows 10 Umsteiger/-in,Energie
22196,Windows 10  Überblick und Neuerungen,Betriebssysteme
22197,"Windows Security Specialist (WSS) - Implementierung, Verwaltung und Überwachung",Waren sichern
22198,Windows Server 2016  What is new für IT-Professionals,Migration
22199,Windows Server 2019  Umstieg und Integration,Migration
22200,Windows Server 2019  What is new für IT-Professionals,Migration
22201,Wirtschaftsenglisch  LCCI Level 1,Englisch
22202,Wirtschaftsenglisch  LCCI Level 1,Internationales Recht
22203,Wirtschaftsenglisch  LCCI Level 1,Texte verfassen
22204,Wirtschaftsenglisch  LCCI Level 1,Grammatik
22205,Wirtschaftsenglisch  LCCI Level 2,Englisch
22206,Wirtschaftsenglisch  Preliminary Level,Englisch
22207,Wirtschaftsenglisch  Preliminary Level,Grammatik
22208,Wirtschaftsenglisch  Preliminary Level,Kommunikation
22209,WordPress für Anwender/-innen,WordPress
22210,WordPress für Autoren/-innen und Redakteure/-innen,WordPress
22211,WordPress Themes erstellen,Suchmaschinenoptimierung
22212,WordPress Themes erstellen,WordPress
22213,WordPress Themes erstellen,Datenbank
22214,Work Life Balance  Burnout Prävention,Suchmaschinenoptimierung
22215,Work Life Balance  Burnout Prävention,andere motivieren
22216,Work Life Balance  Burnout Prävention,Entspannungstechniken
22217,Work Life Balance  Burnout Prävention,Beratung
22218,Workshop Cisco Routing,Cisco
22219,Workshop Cisco Switching,Cisco
22220,Workshop Windows PowerShell 5.1 für System- und Netzwerkadministratoren/-innen,Kommunikation
22221,Workshop zur Prüfungsvorbereitung MS-100 und MS-101: Microsoft 365 Enterprise Administrator/-in,Migration
22222,Workshop zur Prüfungsvorbereitung MS-100 und MS-101: Microsoft 365 Enterprise Administrator/-in,planen
22223,WPF (Windows Presentation Foundation) Kompaktkurs,C#
22224,WS-012 Windows Server 2019 Hybrid and Azure IaaS,Migration
22225,WS-012 Windows Server 2019 Hybrid and Azure IaaS,planen
22226,WS-050T00 Migrating Application Workloads to Azure,Migration
22227,Zeitmanagement,Energie
22228,Zeitmanagement,Kommunikation
22229,Englisch Unterricht,Englisch
22230,Englisch Unterricht,andere führen
22231,Training,Prägen
22232,Visualisierung,sich selbst darstellen
22233,Visualisierung,andere motivieren
22234, Abrechnungs- und Praxismanagement für Arztpraxen ,Medizinprodukte
22235, Abrechnungs- und Praxismanagement für Arztpraxen ,Pathologie
22236, Abrechnungs- und Praxismanagement für Arztpraxen ,Terminologie
22237, Abrechnungs- und Praxismanagement für Arztpraxen ,Ernährung
22238, Abrechnungs- und Praxismanagement für Arztpraxen ,Finanzmanagement
22239, Abrechnungs- und Praxismanagement für Arztpraxen ,Medizinprodukte
22240, Abrechnungs- und Praxismanagement für Arztpraxen ,Pathologie
22241, Abrechnungs- und Praxismanagement für Arztpraxen ,Terminologie
22242, Abrechnungs- und Praxismanagement für Arztpraxen ,Ernährung
22243, Abrechnungs- und Praxismanagement für Arztpraxen ,Finanzmanagement
